trade_date,strategy_return,gross_return,benchmark_return,turnover,holding_count,strategy_nav,benchmark_nav,excess_return,excess_nav
20230103,0.002706352785229683,0.003706352785229683,0.0012985161755223462,1.0,50,1.0027063527852298,1.0012985161755223,0.0014078366097073367,1.0014078366097074
20230104,0.006965760293900967,0.006985760293900967,0.019427566417087982,0.020000000000000018,50,1.0096909648839034,1.020751309601854,-0.012461806123187015,0.9889284862996371
20230105,-5.16922227689065e-06,-5.16922227689065e-06,0.003102017745297392,0.0,50,1.009685745566875,1.0239176982777745,-0.0031071869675742825,0.9858557005951439
20230106,0.003507990622892976,0.003507990622892976,0.008096382898211019,0.0,50,1.0132277136943924,1.0322077280192863,-0.004588392275318043,0.9813322079139549
20230109,-0.001029218824543059,-0.0009892188245430589,0.0010849664186434183,0.040000000000000036,50,1.0121848806579092,1.0333276387412513,-0.0021141852431864772,0.9792574898413196
20230110,-0.0031409689954668284,-0.0029609689954668283,-0.0018526070251561055,0.18000000000000005,50,1.0090056393300826,1.0314132886984313,-0.0012883619703107228,0.9779958517322661
20230111,-0.0017250958067551257,-0.0013450958067551255,0.0019546732171065173,0.38,50,1.007265007932682,1.0334293646296178,-0.003679769023861643,0.9743970528915965
20230112,0.008888205495774746,0.009008205495774746,0.014064171128318481,0.12,50,1.0162177863118909,1.0479636920627982,-0.0051759656325437355,0.9693536072333777
20230113,0.010540428706109524,0.010680428706109524,0.015606581540854814,0.14,50,1.0269291574383919,1.0643188228748315,-0.005066152834745289,0.9644427137082218
20230116,-0.0025949823983758688,-0.002274982398375869,-0.00017450609711644471,0.31999999999999995,50,1.0242642943504603,1.064133092750964,-0.002420476301259424,0.9621083029757687
20230117,0.0015340088617056607,0.002234008861705661,-0.0016745212547623067,0.7,50,1.0258355248547226,1.0623511792692566,0.0032085301164679675,0.9651952564411702
20230118,0.000745640414506197,0.000965640414506197,0.00622068882263993,0.21999999999999997,50,1.0266004292806903,1.0689597353758553,-0.005475048408133733,0.9599107656888538
20230119,0.007963977109789848,0.008123977109789848,0.006140267738194982,0.16000000000000003,50,1.0347762516003822,1.0755234343524132,0.0018237093715948657,0.9616613639481354
20230120,0.012688020056784153,0.012908020056784153,0.004739489048342094,0.21999999999999997,50,1.0479055134349717,1.0806208658907617,0.00794853100844206,0.9693051591190978
20230130,0.0036059771224856377,0.0039059771224856377,-0.010588799539195337,0.30000000000000004,50,1.0516842367429449,1.0691783881639727,0.014194776661680975,0.9830642293698085
20230131,0.011256609686017036,0.011576609686017036,0.00940022533366447,0.31999999999999995,50,1.063522635708897,1.0792289059345983,0.0018563843523525664,0.9848891744225681
20230201,-0.0012134919653460383,-0.0009934919653460383,-0.0035233878365843463,0.21999999999999997,50,1.0622320595355006,1.075426363934538,0.0023098958712383082,0.987164165860194
20230202,-0.003948449666798115,-0.0036484496667981148,-0.009451324782877246,0.30000000000000004,50,1.0580378897139655,1.065262160088924,0.0055028751160791315,0.992596406983991
20230203,-0.0010101421543769538,-0.0008501421543769538,-0.013220392666958292,0.16000000000000003,50,1.0569691210406373,1.0511789760392962,0.012210250512581337,1.0047162577711537
20230206,0.0073259109367430205,0.007505910936743021,0.001799809091433735,0.18000000000000005,50,1.0647123826842686,1.0530708975170957,0.0055261018453092855,1.0102684221372351
20230207,0.00030210359111428265,0.0007621035911142826,-0.0044189956435068956,0.45999999999999996,50,1.0650340361185815,1.0484173818086637,0.004721099234621178,1.0150379996117491
20230208,0.013607687111794949,0.013947687111794949,0.013423333161847628,0.33999999999999997,50,1.0795266860454953,1.0624906376173535,0.0001843539499473204,1.015225125876324
20230209,-0.006683150968253612,-0.0064031509682536125,-0.005942302764571972,0.28,50,1.0723120462283948,1.0561769965641081,-0.0007408482036816407,1.014472998165486
20230210,0.010206310195624829,0.010466310195624828,0.009074887848814717,0.26,50,1.0832563955987071,1.0657616843564253,0.0011314223468101119,1.015620795585846
20230213,-0.005233056260496378,-0.004973056260496378,0.00041418350438560125,0.26,50,1.0775876539359965,1.066203105265692,-0.005647239764881979,1.0098853414429725
20230214,0.0037134505204856395,0.00391345052048564,-0.005210950007794479,0.19999999999999996,50,1.081589222370374,1.0606471741859973,0.008924400528280118,1.0188979627176484
20230215,-0.021996819601655008,-0.021776819601655006,-0.007323951394689221,0.21999999999999997,50,1.0577976993627987,1.0528790458353445,-0.014672868206965787,1.0039478071943464
20230216,-0.004546318238377571,-0.004306318238377571,-0.014408398354498475,0.24,50,1.0529886143896716,1.0377087451238447,0.009862080116120903,1.013848820901301
20230217,0.013195272804498672,0.013475272804498672,0.024534001304248543,0.28,50,1.0668830864165744,1.0631678928301431,-0.011338728499749871,1.0023530643813097
20230220,0.0033005960651487113,0.003580596065148711,0.0026282877305414676,0.28,50,1.0704044365335745,1.0659622039583743,0.0006723083346072438,1.0030269547007122
20230221,0.0018213832525163889,0.002081383252516389,-0.009025050372149734,0.26,50,1.072354053247696,1.0563418413728423,0.010846433624666123,1.0139062199886244
20230222,-0.00397874488286674,-0.0037387448828667402,-0.0008045628793293957,0.24,50,1.0680874300457153,1.0554919479393912,-0.0031741820035373442,1.010687897111862
20230223,-0.0009496166237816215,-0.0006696166237816215,-0.010381157849788436,0.28,50,1.0670731564664917,1.0445347194186516,0.009431541226006814,1.0202202416800987
20230224,-0.012737802569568158,-0.012537802569568157,-0.004235682449966083,0.19999999999999996,50,1.0534809892721357,1.0401104020392298,-0.008502120119602075,1.011546206636885
