trading_days,annualized_return,benchmark_annualized_return,excess_annualized_return,annualized_volatility,sharpe,max_drawdown,excess_max_drawdown,win_rate,avg_turnover
332,0.2845551565841562,0.1976447674694688,0.08040405611923696,0.2596136269484572,1.0960717275470706,-0.2071192677523217,-0.11587188980378782,0.5451807228915663,0.29650602409638555
