trading_days,annualized_return,benchmark_annualized_return,excess_annualized_return,annualized_volatility,sharpe,max_drawdown,excess_max_drawdown,win_rate,avg_turnover
462,0.171873456126852,0.00835119381247118,0.16819173121035824,0.29412975512019324,0.5843456948332807,-0.2748704974619297,-0.27116786911774204,0.5216450216450217,0.277965367965368
