metric,value,display_name,snapshot_group
annualized_return,0.2845551565841562,年化收益,oos
benchmark_annualized_return,0.1976447674694688,基准年化收益,oos
excess_annualized_return,0.08040405611923696,年化超额,oos
annualized_volatility,0.2596136269484572,年化波动,oos
sharpe,1.0960717275470706,Sharpe,oos
max_drawdown,-0.2071192677523217,最大回撤,oos
excess_max_drawdown,-0.11587188980378782,超额最大回撤,oos
win_rate,0.5451807228915663,胜率,oos
avg_turnover,0.29650602409638555,平均换手,oos
trading_days,332.0,交易日数,oos
