trading_days,annualized_return,benchmark_annualized_return,excess_annualized_return,annualized_volatility,sharpe,max_drawdown,excess_max_drawdown,win_rate,avg_turnover
332,0.5630166407079549,0.1976447674694688,0.30748422252928376,0.25674473885936017,2.1929042955632463,-0.17686689271233647,-0.19872653530727125,0.5903614457831325,0.19536144578313258
