trading_days,annualized_return,benchmark_annualized_return,excess_annualized_return,annualized_volatility,sharpe,max_drawdown,excess_max_drawdown,win_rate,avg_turnover
332,0.11303166433197664,0.1976447674694688,-0.0797746357831457,0.14283377181735782,0.7913511132122922,-0.10068131525619539,-0.22230812214062234,0.5783132530120482,0.07054216867469881
