trading_days,annualized_return,benchmark_annualized_return,excess_annualized_return,annualized_volatility,sharpe,max_drawdown,excess_max_drawdown,win_rate,avg_turnover
332,0.5639375133280702,0.1976447674694688,0.3075527169803609,0.23656396659301246,2.383869028956025,-0.14790012098608785,-0.12582700796687774,0.5933734939759037,0.15698795180722894
