trade_date,close,pct_chg,amount,adv_ratio,market_amount,ma20,ma60,return_20,volatility_20,amount_z20,next_5d_return,regime,ai_timing_read
20230217,4034.507,-1.4408,225737746.955,0.3723948092803775,917605423.1750025,4132.7469599999995,,-0.009785593734424003,0.008667234220528603,-0.73274323424568,0.006577928852273596,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230220,4133.4896,2.4534,280122962.15,0.7858125368441737,952848166.1590031,4132.523225,,-0.0010813771399622585,0.009705682008525032,-0.7299615519944095,-0.02168753490997044,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230221,4144.3536,0.2628,249674201.048,0.5776031434184676,925304867.8830007,4132.878795,,0.0017188744715019855,0.009723393107227186,-0.7129287206483907,-0.018071551616638204,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230222,4106.9506,-0.9025,191586158.991,0.4430479183032207,786049325.5139986,4131.71061,,-0.0056566397380460876,0.00993189748046001,-0.7012121178248822,0.00486757741863264,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230223,4103.6463,-0.0805,197193582.43,0.36233307148468186,810652628.9900028,4129.09254,,-0.012598966070250461,0.009815034055091116,-0.6915671159553579,0.0034338729436791393,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230224,4061.0457,-1.0381,191210465.053,0.34708308780200353,728413480.0579977,4123.06849,,-0.028812682219630514,0.009913694556857503,-0.6932025728732272,0.017115197694032247,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230227,4043.8444,-0.4236,187959491.145,0.20762129247692004,755852647.8210005,4115.19346,,-0.03748813772732307,0.009823199435841394,-0.71716354425587,0.016114813913215897,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230228,4069.4587,0.6334,198799712.379,0.7508344786962498,759693689.8469999,4110.823504999999,,-0.0210252802008285,0.009760674050313462,-0.7283029517347992,-0.005063769291969944,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230301,4126.9415,1.4125,255374791.016,0.6828263002944063,922280705.108,4107.37392,,-0.01644251629172755,0.010078118417099149,-0.7348851858851563,-0.022494576189170612,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230302,4117.7377,-0.223,235953764.97,0.3356876594074946,936944028.9990005,4104.20334,,-0.015166069291044026,0.010063733007633387,-0.7418169483453461,-0.023772082422831242,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230303,4130.5513,0.3112,226914545.628,0.4364456649666536,872178895.2809999,4103.64931,,-0.002675418836715071,0.00988020055106672,-0.7452063482717595,-0.039562781849483364,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230306,4109.0102,-0.5215,283079861.972,0.4544028240831536,955674073.8770005,4104.755925,,0.0054154541783593135,0.009473976278410946,-0.7389386741545214,-0.024415660978402864,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230307,4048.8519,-1.4641,272491994.009,0.08725490196078431,936328903.8770005,4102.486845,,-0.011084272550649477,0.010034770747160525,-0.7319056228086562,-0.01584555364941853,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230308,4034.1077,-0.3642,191659655.191,0.6996667320133307,722624655.7990003,4100.385175,,-0.010312057156215637,0.010020325239060905,-0.738376942630304,-0.011701645942670313,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230309,4019.8505,-0.3534,201737990.687,0.46197569580556647,759406644.7740006,4094.8348749999996,,-0.02687239317076251,0.009485987700745555,-0.749506757090768,-0.020075373449833456,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230310,3967.1352,-1.3114,218286956.131,0.14615987460815047,815322968.424003,4087.87615,,-0.033892840571669414,0.009800299290134868,-0.7556357427236592,-0.002096172573095134,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230313,4008.686,1.0474,242865516.758,0.45840673321589354,842410795.5159986,4081.1317499999996,,-0.032553539528918596,0.009885693235315041,-0.7665891713478517,-0.017364542895103252,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230314,3984.6956,-0.5985,267224848.811,0.18841713950303268,934931813.9199996,4073.10202,,-0.038741461333635985,0.009920315357079736,-0.765639327827171,-0.0005815751647377798,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230315,3986.902,0.0554,232101093.979,0.698083691826359,820459369.1399995,4066.262655,,-0.033171097541223604,0.009903614028834502,-0.7751876979854757,0.0031454748574206715,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230316,3939.1505,-1.1977,246264286.428,0.13433711380524052,848035377.1589992,4058.5458,,-0.037703082330089344,0.010096966446571633,-0.8024879940742844,0.025370698580823525,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230317,3958.8194,0.4993,305541015.556,0.6295210166177908,975085024.2910023,4054.7614200000003,,-0.01876006163826216,0.00975531244848068,-0.7979972651629293,0.017234001631900808,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230320,3939.077,-0.4987,319760032.638,0.37008797653958947,1059206270.5990008,4045.04079,,-0.04703352828080165,0.007726613664856374,-0.7896877883173663,0.018633832240395387,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230321,3982.3782,1.0993,251631985.017,0.8153575615474795,896081038.8100024,4036.94202,,-0.03908339288423657,0.008222298215413261,-0.7919709686382206,0.004303082012652615,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230322,3999.4427,0.4285,265180992.104,0.6099276920070353,960395404.0610031,4031.5666250000004,,-0.02617706188138713,0.00815870769681381,-0.7783497715472328,0.0016755584471805918,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230323,4039.0895,0.9913,296479529.467,0.3984375,1023729008.993998,4028.338785,,-0.015731570237912607,0.00853579682285732,-0.7617026786406603,-0.00013958591410268006,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230324,4027.0457,-0.2982,295785588.943,0.46572934973637964,1078296626.873,4026.638785,,-0.008372227872244786,0.008252393134055196,-0.7343672355879666,0.005929905389451928,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230327,4012.4771,-0.3618,315474696.948,0.38766347843060706,1143618725.5960019,4025.07042,,-0.007756801918491152,0.008238372689871825,-0.7040720995310432,0.019461917925961414,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230328,3999.5147,-0.3231,248736920.972,0.2730288836846214,1007156169.2460023,4021.5732200000007,,-0.01718754388636501,0.00810605971738332,-0.684738511803634,0.025900767410605985,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230329,4006.144,0.1658,263866922.733,0.30856251219036473,983552889.2599988,4015.5333450000007,,-0.02927046579167647,0.007337988737546777,-0.6799514784302124,0.02258930283085192,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230330,4038.5257,0.8083,280004715.991,0.3770236005461283,946189346.8879987,4011.5727450000004,,-0.01923677654358591,0.00763718603949373,-0.6792291662441032,0.020986420861454524,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230331,4050.9257,0.307,279863685.781,0.6850009752291789,954616652.3659979,4007.591465,,-0.01927723304150719,0.00763603529490344,-0.6727885227472609,0.013302169427595434,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230403,4090.5676,0.9786,382895558.426,0.6541236108403198,1254801712.6289988,4006.669335,4063.309,-0.004488331520812405,0.00792577656088954,-0.6494184730348768,0.002342046614753457,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230404,4103.1052,0.3065,394443175.146,0.2668484612388002,1327651530.3580015,4009.382,4066.8957666666665,0.013399675102959474,0.007181188427784284,-0.6188454732525871,-0.001417852995823865,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230406,4096.64,-0.1576,328981851.588,0.3973509933774834,1195644290.8049963,4012.5086149999997,4070.2906383333334,0.01550089998836679,0.007130277157768721,-0.581889702695427,-0.006752216450554682,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230407,4123.2799,0.6503,286567771.883,0.6773816481589714,1055727604.3220013,4017.680085000001,4072.869,0.025729663329519425,0.007162792048106423,-0.55873893139141,-0.007586460477737811,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230410,4104.8118,-0.4479,340822557.208,0.25199300019443904,1227191469.4000013,4024.563915,4074.9343833333332,0.0347042873658554,0.006475858692020716,-0.5265607368824283,0.010858427175638008,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230411,4100.1479,-0.1136,324192951.999,0.45645412130637636,1084468341.6910012,4029.13701,4076.384855,0.022815930207554347,0.0061633643731288995,-0.507649422264465,0.015093138469468359,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230412,4097.2876,-0.0698,325425226.403,0.6150106941473847,1133177936.125997,4034.7666099999997,4077.7150866666666,0.02825611070516887,0.005951130309159187,-0.4921609780987197,0.006655939895456875,修复反弹,宽度改善但趋势仍需确认，适合结合反转与低估值修复
20230413,4068.9786,-0.6909,300291020.753,0.3638483965014577,1138309278.2389994,4038.8704399999997,4078.697548333333,0.020586560692989142,0.006234914956036516,-0.4673282070190839,0.010823502487823378,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230414,4091.9988,0.5657,306201501.439,0.5321796616760646,1116225350.6109993,4046.512855,4079.933041666666,0.038802350912969574,0.005501256068771303,-0.4463752351102174,-0.014523855676594977,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230417,4149.3836,1.4024,341831272.793,0.5366375121477163,1122232254.4180014,4056.041065,4081.183148333333,0.0481366237621248,0.0061043419968992785,-0.43487901196796636,-0.040184450528989446,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230418,4162.032,0.3048,331545662.316,0.2907608695652174,1061480533.1269994,4067.1888150000004,4081.584276666667,0.056600822984673727,0.005853862246525963,-0.43470132986356397,-0.04790116942877898,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230419,4124.5589,-0.9004,312219504.523,0.3113354037267081,1084267246.6619983,4074.29785,4081.3728883333333,0.035702460404187564,0.006079351015230326,-0.4199988401470171,-0.04008346201578061,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230420,4113.0192,-0.2798,332172409.512,0.31328806983511154,1140493182.5329962,4079.9766750000003,4081.0846366666665,0.028398081562713617,0.006131395075352212,-0.4059282779831845,-0.030294217931197465,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230421,4032.5672,-1.956,347852011.603,0.11292200232828871,1220066073.9160023,4079.6505599999996,4079.0272950000003,-0.0016147946214115638,0.007394269736260565,-0.3905889834039401,-0.0008633210129765923,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230424,3982.6429,-1.238,328375614.674,0.397090203685742,1085474479.9920046,4077.4304199999997,4075.712565,-0.011026147530434072,0.007873217092934714,-0.3900281967614245,0.011952916993888785,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230425,3962.6658,-0.5016,331110619.768,0.16505042668735453,1135982258.117999,4074.9398549999996,4071.7345783333335,-0.01241410200197779,0.007908260934874406,-0.3906248137284574,0.013680588456387088,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230426,3959.2323,-0.0866,322062811.334,0.6804584304584305,1125352204.7150006,4072.925735,4068.4408200000003,-0.010071821963799743,0.007884420444272773,-0.38139047070271204,0.026123776571533863,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230427,3988.4185,0.7372,304804002.557,0.5075816485225505,1047630935.1040006,4072.03946,4064.9822416666666,-0.00442457884689107,0.008067230040878946,-0.3763842227909692,0.009892868564319368,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230428,4029.0858,1.0196,328936294.025,0.7789904502046384,1119510443.1800046,4071.567465,4062.44785,-0.002337461910914773,0.008194147316687295,-0.36284310484730936,-0.00799593297318213,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230504,4030.2471,0.0288,345492506.049,0.5882237487733072,1174271848.178994,4070.533535,4060.591436666667,-0.005104660398979832,0.008161309082626508,-0.34568202649577334,-0.009821581411224134,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230505,4016.8774,-0.3317,307694489.937,0.3030185004868549,1075390909.9989986,4066.8490250000004,4059.424761666667,-0.018014663784067575,0.007834857896128629,-0.35969891705759155,-0.019695696961027465,中性震荡,趋势信号不充分，适合等待宽度或量能确认
20230508,4062.6624,1.1398,359539954.17,0.5843068535825545,1141189002.2110023,4064.826885,4058.898576666667,-0.00985663248410007,0.008265404409868397,-0.3742667402466248,-0.01569788324031063,中性震荡,趋势信号不充分，适合等待宽度或量能确认
